rank,total_deposits,bank_name,latitude,longitude
1069,825157000.0,Bank of the Orient,37.7824188,-122.4646605
1070,824623000.0,C3bank,,
1071,824573000.0,"Calvin B. Taylor Banking Company of Berlin, Maryland",,
1072,823429000.0,University Bank,42.2404611,-83.6163599
1073,822825000.0,Clear Fork Bank,32.3797397,-99.7709677
1074,819220000.0,Farmers and Merchants Bank,40.4524013,-86.9101344
1075,819067000.0,The Farmers & Merchants Bank,38.3926277,-78.811447
1076,818331000.0,United Southern Bank,28.547365,-81.728311
1077,818153000.0,Southwest Heritage Bank,45.5169459,-122.680583
1078,817853000.0,Amerasia Bank,40.7378206,-73.8773606
1079,817209000.0,FirsTier Bank,41.1598788,-104.8048724
1080,814441000.0,The First National Bank of Shiner,,
1081,813987000.0,Financial Federal Bank,44.9513478,-93.2878338
1082,812748000.0,Newfield National Bank,39.4974172,-74.9951249
1083,812581000.0,"The Farmers Bank, Frankfort, Indiana",,
1084,812498000.0,West Alabama Bank & Trust,33.235689,-87.5545655
1085,812112000.0,Security State Bank,30.0434179,-99.145428
1086,811787000.0,American Bank,38.9028025,-77.0311017
1087,811580000.0,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",,
1088,811179000.0,Ciera Bank,33.2150594,-97.13634
1089,810727000.0,NBC OKLAHOMA,35.6057745,-97.5515536
1090,807441000.0,Century Next Bank,32.5329121,-92.6382218
1091,807188000.0,Access Bank,5.5523944,-0.1900499
1092,804316000.0,Prime Alliance Bank,,
1093,802777000.0,Partners Bank of New England,,
1094,801900000.0,New Millennium Bank,40.4922834,-74.4458049
1095,801305000.0,Security Financial Bank,44.2953387,-90.8323711
1096,800896000.0,The First National Bank of Bemidji,,
1097,800210000.0,Round Top State Bank,29.9038686,-96.9068002
1098,799404000.0,Adams Community Bank,42.6996054,-73.1096079
1099,799395000.0,The First National Bank of Middle Tennessee,35.6971956,-85.7806017
1100,799352000.0,Ledyard National Bank,43.698239,-72.2811887
1101,799292000.0,Reading Co-operative Bank,51.449831,-0.9496768
1102,798612000.0,Walden Savings Bank,41.4437001,-74.0211092
1103,797729000.0,Bank of Eastern Oregon,43.5881397,-119.0541097
1104,795616000.0,OneLocal Bank,42.1912194,-71.2008654
1105,795452000.0,Fieldpoint Private Bank & Trust,,
1106,795442000.0,Peoples State Bank,44.9583934,-89.6601737
1107,795429000.0,United Prairie Bank,44.3149778,-94.4621836
1108,794179000.0,TrailWest Bank,46.8706306,-113.9919942
1109,793071000.0,Vision Bank,46.9079396,-96.7985594
1110,792641000.0,"Transpecos Banks, SSB",,
1111,792106000.0,Frontier Bank of Texas,30.1110186,-97.3096471
1112,790017000.0,Coastal Heritage Bank,42.1810804,-70.9013133
1113,789583000.0,Mainstreet Community Bank of Florida,28.689,-81.392585
1114,789517000.0,Texas Heritage National Bank,,
1115,788197000.0,Security Bank,14.6010194,120.9762039
1116,786948000.0,InsBank,,
1117,786842000.0,Peoples Bank & Trust Co.,38.990482,-90.7522354
1118,786571000.0,Community National Bank,32.0153689,-102.1572305
1119,784782000.0,The Federal Savings Bank,41.8418846,-87.9899097
1120,784491000.0,Community Bank of Louisiana,32.3990187,-93.749263
1121,783847000.0,Plains State Bank,33.189974,-102.8289673
1122,782833000.0,Farmers & Merchants Bank,30.8839432,-83.285577
1123,781849000.0,The Old Fort Banking Company,,
1124,781648000.0,GNBank,38.0879695,-102.6182221
1125,778016000.0,"New Peoples Bank, Inc.",,
1126,777217000.0,"American Bank & Trust Company, Inc.",,
1127,777016000.0,Wilson & Muir Bank & Trust Company,,
1128,776945000.0,Security State Bank,30.0434179,-99.145428
1129,776798000.0,The Torrington Savings Bank,,
1130,774972000.0,Pinnacle Bank,36.0776221,-86.9497436
1131,774841000.0,Paragon Bank,44.7988347,-93.5262413
1132,773809000.0,Diamond Bank,14.6679577,-17.4329059
1133,773216000.0,Bank of Botetourt,37.0073374,-79.8768047
1134,772998000.0,Legends Bank,36.530418,-87.3616896
1135,772678000.0,FIRST COMMERCIAL BANK,25.0349545,121.5433053
1136,772520000.0,Bank of Charles Town,39.6194814,-77.7132543
1137,772431000.0,First Bank,44.9405611,26.025349
1138,769431000.0,The Farmers Bank,40.0351249,-85.9960907
1139,768384000.0,First National Bank of Michigan,42.7905597,-86.1074489
1140,766852000.0,Hawaii National Bank,21.2846262,-157.8023475
1141,766727000.0,First Commerce Bank,40.2510804,-74.5643783
1142,765901000.0,First Southern State Bank,34.2735195,-86.2052168
1143,765254000.0,First National Bank of Waterloo,39.1200948,-88.5398915
1144,764538000.0,First Northern Bank of Wyoming,44.2925248,-105.5030335
1145,762331000.0,Rio Bank,29.7039038,-98.6359157
1146,762019000.0,Axiom Bank,28.0066497,-81.7216102
1147,760864000.0,The First State Bank,38.4089817,-82.2955603
1148,760201000.0,Watertown Savings Bank,42.3765688,-71.2359348
1149,759259000.0,1st Colonial Community Bank,,
1150,758252000.0,Golden State Bank,,
1151,757301000.0,First Federal Community Bank,33.673525,-95.5218644
1152,756784000.0,First National Bank of Oklahoma,35.8051005,-95.8519333
1153,756668000.0,Resource Bank,30.0014548,-90.1263085
1154,756631000.0,First Northern Bank and Trust Company,,
1155,755863000.0,Western Commerce Bank,32.4193391,-104.2279742
1156,755322000.0,T Bank,40.9705486,29.062018
1157,754840000.0,Prevail Bank,44.7956316,-91.4675907
1158,753872000.0,VISIONBANK OF IOWA,,
1159,753627000.0,MountainOne Bank,,
1160,752206000.0,"The Peoples Bank, Biloxi, Mississippi",,
1161,751778000.0,River Bank,39.9337293,-74.157084
1162,751281000.0,First Liberty Bank,35.568894,-97.5676178
1163,750656000.0,"Citizens State Bank of New Castle, Indiana",,
1164,750624000.0,Terrabank,,
1165,749164000.0,Mechanics Bank,37.7938704,-122.4014681
1166,748800000.0,The Juniata Valley Bank,,
1167,747943000.0,The Peoples Bank Co.,34.5086246,-82.6516822
1168,747287000.0,Bessemer Trust Company,,
1169,746376000.0,Winter Park National Bank,,
1170,744798000.0,Vermillion State Bank,44.8341692,-93.0451567
1171,744179000.0,Western Bank,53.3811692,-1.4882732
1172,743340000.0,Texas National Bank of Jacksonville,,
1173,741908000.0,Northeast Bank,44.9991437,-93.2689367
1174,741890000.0,Pioneer Bank,42.6496961,-73.7531345
1175,741127000.0,Ballston Spa National Bank,43.0021205,-73.8518415
1176,741050000.0,Field & Main Bank,,
1177,740420000.0,Texas Bank,31.4789585,-100.4479725
1178,740154000.0,Nebraskaland Bank,41.1218647,-100.763442
1179,739904000.0,First Bank,44.9405611,26.025349
1180,739223000.0,Affinity Bank,47.4963794,-94.9059512
1181,737991000.0,SpiritBank,35.9889749,-96.0929143
1182,737906000.0,The Killbuck Savings Bank Company,,
1183,737708000.0,United Texas Bank,29.5376454,-98.6829899
1184,736645000.0,Farmers and Merchants Bank,40.4524013,-86.9101344
1185,736585000.0,Savings Bank of Walpole,42.9284756,-72.2750893
1186,736223000.0,Greenfield Banking Company,39.7842384,-85.801464
1187,735871000.0,Westbury Bank,43.4218588,-88.1820448
1188,735274000.0,The Savings Bank,55.8529402,-4.2585588
1189,734553000.0,First Utah Bank,40.7419648,-111.887801
1190,733230000.0,BankFirst,35.4640902,-97.509379
1191,730127000.0,The First National Bank of Bellville,,
1192,728800000.0,"StonehamBank, A Co-operative Bank",,
1193,725625000.0,First American Bank and Trust Company,,
1194,725198000.0,Skowhegan Savings Bank,45.028607,-69.2874222
1195,723046000.0,First Service Bank,35.1112673,-92.4470028
1196,722981000.0,FNB Oxford Bank,34.3686824,-89.547216
1197,722765000.0,PromiseOne Bank,,
1198,722208000.0,Thread Bank,,
1199,721280000.0,Cape Ann Savings Bank,,
1200,720692000.0,Rollstone Bank & Trust,42.5835691,-71.7749585
1201,720001000.0,Windsor Federal Bank,41.8213286,-72.5532496
1202,719556000.0,Traditions Bank,39.9625512,-76.7685757
1203,719118000.0,Bank of the West,34.0619261,-118.2961232
1204,717354000.0,Greenfield Co-operative Bank,42.599435,-72.5947805
1205,717190000.0,Triad Bank,36.0746143,-95.8896554
1206,716500000.0,Cumberland Valley National Bank & Trust Company,,
1207,716234000.0,FNBC Bank,36.3404289,-92.3843851
1208,715273000.0,Blue Ridge Bank and Trust Co.,38.9269326,-94.4118633
1209,714967000.0,Points West Community Bank,40.4227158,-104.6924564
1210,714191000.0,Franklin Savings Bank,44.6696307,-70.1507797
1211,712149000.0,Schertz Bank & Trust,29.7248122,-98.1070607
1212,709918000.0,Bank of Bridger,36.1668439,-115.1438139
1213,709864000.0,Oxford Bank,41.7481019,-88.185897
1214,708243000.0,American Bank of Freedom,39.1274974,-91.4143207
1215,706780000.0,CUSB Bank,,
1216,706650000.0,Winchester Co-operative Bank,42.4675783,-71.1775894
1217,705990000.0,Quail Creek Bank,35.5932813,-97.5676289
1218,705836000.0,Brentwood Bank,40.3135749,-80.0664659
1219,705256000.0,Winchester Savings Bank,42.4550196,-71.1374941
1220,704987000.0,Olympia Federal Savings and Loan Association,,
1221,704837000.0,Harleysville Bank,40.2675897,-75.3754093
1222,704646000.0,State Bank,28.6248302,77.2029725
1223,704214000.0,BAC Community Bank,37.9689545,-122.0534738
1224,704117000.0,United Bank & Trust,42.0207013,-92.9131082
1225,703445000.0,The Western State Bank,,
1226,703189000.0,Timberline Bank,39.188429,-106.8152943
1227,702902000.0,FCN Bank,39.2388667,-85.0940803
1228,701683000.0,CommerceOne Bank,,
1229,701672000.0,Passumpsic Savings Bank,44.4197441,-72.0157139
1230,701108000.0,"The Pitney Bowes Bank, Inc.",,
1231,699229000.0,Community Federal Savings Bank,40.6926761,-73.8549469
1232,698944000.0,EverTrust Bank,37.4221984,-121.9165849
1233,698892000.0,Oregon Pacific Banking Company dba Oregon Pacific Bank,,
1234,698772000.0,Community First Bank of Indiana,40.0438277,-86.0758301
1235,698068000.0,Lindell Bank & Trust Company,,
1236,697799000.0,Quontic Bank,40.7619461,-73.9249971
1237,697473000.0,BankIowa,42.5136061,-92.4400267
1238,697049000.0,Citizens Bank,40.619286,-74.0325034
1239,696249000.0,Minster Bank,40.301945,-84.1578506
1240,695438000.0,BNA Bank,36.881044,10.326755
1241,695390000.0,Centennial Bank,28.3633188,-81.2437637
1242,694727000.0,BayVanguard Bank,39.3905922,-76.4894272
1243,693705000.0,People's Bank of Commerce,42.3784134,-122.9093222
1244,693193000.0,Prairie State Bank and Trust,,
1245,693110000.0,CIBM Bank,40.487479,-88.9490246
1246,692538000.0,Citizens Bank,40.619286,-74.0325034
1247,692353000.0,Midwest Bank,40.728246,-96.6831339
1248,691259000.0,First Savings Bank of Hegewisch,41.6548738,-87.5474457
1249,690718000.0,Iroquois Federal Savings and Loan Association,,
1250,690056000.0,Heartland Bank,-36.8689007,174.7753733
1251,690027000.0,Itasca Bank & Trust Co.,41.9711298,-88.0168317
1252,689854000.0,City State Bank,10.299122,123.8971337
1253,689338000.0,Column,-28.9890667,29.15925
1254,688682000.0,Highland Bank,44.9176254,-93.1893083
1255,688119000.0,Alliance Bank,50.4410463,30.6199308
1256,687472000.0,First Liberty Bank,35.568894,-97.5676178
1257,683901000.0,The Citizens Bank,34.3717148,-89.4967153
1258,683133000.0,CNB St Louis Bank,,
1259,682563000.0,Arthur State Bank,34.0036633,-81.0252019
1260,682270000.0,"Pendleton Community Bank, Inc.",,
1261,682049000.0,Farmers and Merchants Bank,40.4524013,-86.9101344
1262,680964000.0,Legacy Bank,35.6103407,-97.5657566
1263,680883000.0,First National Bank North,46.8205105,-94.5064973
1264,680115000.0,First Freedom Bank,36.219168,-86.34123
1265,676534000.0,Industry State Bank,,
1266,675536000.0,Macon Bank and Trust Company,,
1267,674155000.0,First Century Bank,36.2318623,-83.8363907
1268,674092000.0,Freedom Bank of Southern Missouri,,
1269,673809000.0,Royal Bank,43.6884777,-79.4127866
1270,672963000.0,Progressive Bank,32.4570525,-93.7216425
1271,672770000.0,Beacon Community Bank,32.7933672,-79.9315586
1272,672339000.0,Primebank,42.7940324,-96.1682216
1273,672283000.0,Focus Bank,35.8146475,-90.6698545
1274,671117000.0,First Federal Bank of Kansas City,39.115304,-94.6276989
1275,671005000.0,UBank,31.2765321,-94.5759011
1276,670771000.0,Harmony Bank,32.244458,-96.4973326
1277,668520000.0,Carver Federal Savings Bank,40.6519742,-73.9589386
1278,668089000.0,Monson Savings Bank,42.1491236,-72.4429678
1279,667407000.0,Heartland National Bank,27.5963139,-81.509966
1280,667120000.0,Mechanics Cooperative Bank,,
1281,666769000.0,Hebron Savings Bank,38.4185267,-75.566086
1282,664954000.0,Home State Bank,40.5867554,-105.0736902
1283,664663000.0,Hickory Point Bank and Trust,,
1284,663948000.0,Citizens Trust Bank,33.5146045,-86.8110399
1285,662135000.0,Commerce Bank,38.6276779,-90.1894157
1286,658620000.0,West Shore Bank,44.3628168,-86.2034148
1287,658206000.0,"KS Bank, Inc.",,
1288,657605000.0,Fortress Bank,35.1868774,33.3619357
1289,656687000.0,Stone Bank,64.1721004,-51.4748938
1290,656273000.0,Carolina Bank & Trust Co.,34.229179,-79.7423324
1291,655272000.0,MidSouth Bank,30.1859047,-92.0112392
1292,655072000.0,Community First Bank,32.7566658,-79.9726275
1293,655044000.0,Classic Bank,30.1070274,-97.3325563
1294,654974000.0,Freedom Bank,43.2444045,76.9417304
1295,654884000.0,First State Bank of Middlebury,41.5881539,-85.8348008
1296,654865000.0,F&M Bank,37.8258332,-122.2090531
1297,653071000.0,Dundee Bank,41.2648688,-95.9912916
1298,652112000.0,Liberty Bank for Savings,42.0111402,-87.8380038
1299,651273000.0,"FNB Bank, Inc.",,
1300,650912000.0,First Option Bank,38.4986127,-94.951076
1301,650219000.0,Green Belt Bank & Trust,42.5198321,-93.2651755
1302,649637000.0,Capra Bank,,
1303,649464000.0,First State Bank,42.3312696,-83.0482988
1304,649153000.0,The Bank of Elk River,45.3032415,-93.5661422
1305,648981000.0,Harford Bank,39.5421229,-76.1003036
1306,648906000.0,Franklin Bank & Trust Company,36.7251917,-86.5778605
1307,648231000.0,First Western Bank,44.8650346,-93.4192437
1308,647854000.0,West Plains Bank and Trust Company,,
1309,647596000.0,Mountain Pacific Bank,47.8200333,-122.3155578
1310,645361000.0,Farmers Bank and Trust Company,,
1311,644469000.0,First Midwest Bank of the Ozarks,,
1312,644203000.0,First Community Bank,-1.2856167,36.8223468
1313,643821000.0,Platte Valley Bank,39.248392,-94.6533806
1314,643238000.0,United Bankers' Bank,,
1315,642795000.0,First United Bank,30.4969357,-97.7743446
1316,642503000.0,Bogota Savings Bank,,
1317,642266000.0,Industrial Bank,38.8916049,-76.9374689
1318,641516000.0,Southwest Bank,33.5017388,-101.9044531
1319,640879000.0,CFSBANK,40.2837179,-79.5926073
1320,640395000.0,MRV Banks,38.2356528,-90.3936086
1321,640377000.0,Dairy State Bank,44.8819408,-91.8995603
1322,640284000.0,"Titan Bank, N.A.",,
1323,639807000.0,Countybank,34.8500945,-82.4019899
1324,639227000.0,Village Bank,37.583293,-77.4989717
1325,639198000.0,Town & Country Bank,37.9593759,-91.7694969
1326,637539000.0,Unified Bank,40.0949768,-80.7259755
1327,636899000.0,Manufacturers Bank & Trust Company,,
1328,636100000.0,Peach State Bank & Trust,,
1329,634260000.0,"American Plus Bank, N.A.",,
1330,633490000.0,First State Bank of Livingston,30.71193,-94.93375
1331,632275000.0,FinWise Bank,40.6307407,-111.8708889
1332,632130000.0,The Genoa Banking Company,,
1333,631459000.0,"Kleberg Bank, N.A.",,
1334,630882000.0,Decorah Bank & Trust Company,,
1335,629943000.0,Farmers State Bank,35.0916219,-92.4415866
1336,628843000.0,Lea County State Bank,32.7108368,-103.1371236
1337,628498000.0,Farmers National Bank,40.1077568,-83.2672442
1338,628408000.0,Bank of Houston,29.7600488,-95.3844331
1339,628176000.0,First Bank,44.9405611,26.025349
1340,626698000.0,Endeavor Bank,,
1341,626655000.0,First Commercial Bank (USA),37.3119516,-122.0318878
1342,626335000.0,21st Century Bank,45.1406361,-93.2364595
1343,625577000.0,Artisans' Bank,39.7456567,-75.5503862
1344,625516000.0,The Bank of Canton,31.241223,121.481403
1345,625338000.0,The First National Bank of Sonora,,
1346,625061000.0,Oak View National Bank,38.4814026,-77.9864812
1347,624243000.0,The Community Bank,39.942393,-82.0067333
1348,623866000.0,Bank of Sun Prairie,43.169147,-89.2655618
1349,623549000.0,William Penn Bank,40.3082623,-75.1354049
1350,622507000.0,AMG National Trust Bank,,
1351,622391000.0,Reliabank Dakota,44.6572744,-97.2067771
1352,622054000.0,The National Capital Bank of Washington,38.8870309,-77.0011389
1353,621241000.0,American Federal Bank,46.8788365,-96.7857407
1354,621189000.0,"Great Midwest Bank, S.S.B.",,
1355,621060000.0,Merchants & Marine Bank,30.2710764,-87.6871797
1356,618674000.0,The Queenstown Bank of Maryland,39.1490354,-75.9808186
1357,618523000.0,Central State Bank,42.030657,-91.6572972
1358,617557000.0,First Community Bank of Central Alabama,,
1359,616830000.0,Outdoor Bank,29.753371,-95.359668
1360,615358000.0,Central Bank,37.9323657,58.3751167
1361,615058000.0,The Fountain Trust Company,,
1362,614790000.0,Dream First Bank,,
1363,614372000.0,Valliance Bank,35.2379217,-97.4813215
1364,613751000.0,Bank of Brenham,30.1637762,-96.3989675
1365,612199000.0,Sage Capital Bank,29.8800091,-97.6697926
1366,612185000.0,The First Bank of Greenwich,40.7194184,-74.0023149
1367,610827000.0,Prospect Bank,53.882212,-1.3483467
1368,609094000.0,"Citizens Bank of West Virginia, Inc.",,
1369,607716000.0,Premier Bank Minnesota,44.0184611,-92.4649995
1370,607424000.0,First Fidelity Bank,33.6941906,-112.0993314
1371,607397000.0,First National Bank of Scotia,42.6986148,-73.8876729
1372,607049000.0,CCB Community Bank,30.5133211,-86.4519642
1373,602911000.0,The Northumberland National Bank,,
1374,602891000.0,Texas Gulf Bank,29.1441817,-95.6473884
1375,602773000.0,Grandview Bank,32.3358532,-97.411918
1376,602147000.0,Mauch Chunk Trust Company,40.8631733,-75.7375936
1377,602102000.0,First Community Bank of Tennessee,35.8514282,-86.4250298
1378,602092000.0,Flagship Bank,45.22722,-93.3988259
1379,601995000.0,The North Salem State Bank,,
1380,601871000.0,Legence Bank,37.8410406,-88.6116592
1381,601337000.0,First Community Bank,-1.2856167,36.8223468
1382,600249000.0,The Malvern National Bank,40.0357584,-75.5146577
1383,600169000.0,Time Bank,55.8124416,37.5895549
1384,598507000.0,Millennium Bank,52.2356008,21.0088026
1385,597959000.0,Hiawatha National Bank,44.9608992,-92.7282008
1386,597492000.0,"Colonial Savings, F.A.",,
1387,597253000.0,Fayetteville Bank,29.9044112,-96.8797526
1388,596740000.0,Thumb Bank and Trust,,
1389,596593000.0,Citizens Bank,40.619286,-74.0325034
1390,595256000.0,Marine Bank & Trust Company,,
1391,594482000.0,United Valley Bank,48.3337722,-96.819475
1392,593979000.0,Baker-Boyer National Bank,46.0662833,-118.339564
1393,593576000.0,Bank of Hillsboro,38.7805085,-89.9512505
1394,593350000.0,FNB SOUTH,31.5004156,-82.850299
1395,593170000.0,Pioneer Trust Bank,44.9406966,-123.040748
1396,592374000.0,Mission Valley Bank,,
1397,592030000.0,American Bank,38.9028025,-77.0311017
1398,591440000.0,Citizens 1st Bank,41.8586735,-71.5182554
1399,591434000.0,DR Bank,53.3823177,-2.5977343
1400,591179000.0,The Bank of New Glarus,42.8152601,-89.6341806
1401,590987000.0,Sauk Valley Bank & Trust Company,,
1402,590377000.0,"Citizens Bank of Kentucky, Inc.",,
1403,590147000.0,Primary Bank,42.9389089,-71.5252085
1404,589934000.0,First Century Bank,36.2318623,-83.8363907
1405,589725000.0,Bank of Luxemburg,44.5398187,-87.702757
1406,589159000.0,Pilgrim Bank,34.1599986,-99.3129597
1407,588619000.0,Peoples Community Bank,43.3352104,-90.3857244
1408,587953000.0,Bank of Ocean City,38.3828883,-75.0667123
1409,587906000.0,Premier Bank,37.545925,-77.4406144
1410,587756000.0,FM Bank,52.1700485,22.2731808
1411,587225000.0,OPTUS Bank,34.0029726,-81.0286378
1412,586835000.0,Franklin Savings Bank,44.6696307,-70.1507797
1413,586425000.0,Highpoint Community Bank,42.7159443,-85.4709574
1414,585542000.0,First National Community Bank,41.4084998,-75.6641977
1415,585153000.0,Lake Shore Savings Bank,42.9600482,-78.7714597
1416,585085000.0,"Middlesex Federal Savings, F.A.",,
1417,584618000.0,"CNB Bank, Inc.",,
1418,584160000.0,"First Hope Bank, A National Banking Association",,
1419,583125000.0,Union State Bank,33.3915734,-86.7966417
1420,583000000.0,Union Bank,7.4073307,3.9100162
1421,582441000.0,The Stephenson National Bank and Trust,,
1422,581139000.0,Worthington Bank,32.7364189,-97.1086173
1423,580838000.0,Albany Bank and Trust Company,42.6564568,-73.7633142
1424,580440000.0,"The Peoples State Bank of Newton, Illinois",,
1425,579725000.0,First Central State Bank,41.5883291,-90.3595048
1426,579559000.0,Commencement Bank,47.2530268,-122.4396616
1427,579051000.0,Community State Bank,41.6272898,-93.5998944
1428,578779000.0,Atlantic Community Bankers Bank,,
1429,578529000.0,River Valley Community Bank,38.8993738,-121.0695463
1430,577392000.0,Pennian Bank,40.2504366,-76.9153627
1431,576654000.0,Oconee State Bank,33.9199628,-83.5146523
1432,575688000.0,The Eastern Colorado Bank,,
1433,575224000.0,First Federal Savings and Loan Association of McMinnville,,
1434,574974000.0,First Resource Bank,40.0552558,-75.6481668
1435,574685000.0,American State Bank & Trust Company of Williston,,
1436,574481000.0,TXN Bank,29.3466679,-99.126548
1437,573631000.0,Longview Bank,40.0531312,-89.1849009
1438,572603000.0,Cornerstone Community Bank,27.7704648,-82.7287741
1439,572215000.0,The Greenwood's State Bank,,
1440,571911000.0,American State Bank,33.5347336,-101.8887216
1441,571204000.0,Capital Bank,40.6365065,-73.9907995
1442,570972000.0,Grand Bank,47.1006595,-55.7544263
1443,570305000.0,Legacy Bank,35.6103407,-97.5657566
1444,569939000.0,Putnam County Bank,38.4490579,-81.9397927
1445,569409000.0,American Nation Bank,34.1950223,-97.1438717
1446,568033000.0,South Louisiana Bank,39.4497229,-91.0475023
1447,566709000.0,The Luzerne Bank,,
1448,566475000.0,Savers Co-operative Bank,,
1449,565956000.0,Community First Bank,32.7566658,-79.9726275
1450,565210000.0,Concordia Bank & Trust Company,,
1451,565035000.0,"Community Bank & Trust, Waco, Texas",31.5342487,-97.1896682
1452,564853000.0,"The Poca Valley Bank, Inc.",,
1453,564808000.0,Springs Valley Bank & Trust Company,,
1454,564699000.0,Northeast Georgia Bank,34.1222379,-83.6085901
1455,564478000.0,Modern Bank,45.4364754,28.0564905
1456,563713000.0,Partners Bank of California,34.1841694,-118.6053606
1457,561935000.0,Jeff Bank,41.5658984,-74.4976422
1458,561757000.0,Citizens State Bank,41.1394038,-96.0511266
1459,560894000.0,The Hardin County Bank,35.2258791,-88.24292
1460,560871000.0,The New Washington State Bank,,
1461,560258000.0,"First & Farmers National Bank, Inc.",,
1462,560033000.0,InFirst Bank,40.623223,-79.1569916
1463,559135000.0,MidAmerica National Bank,40.4591597,-90.6827687
1464,558923000.0,Midstates Bank,42.4012177,-96.352666
1465,558732000.0,Hana Bank USA,40.8513077,-73.9702276
1466,558256000.0,Home Federal Bank,35.9345844,-83.9941895
1467,558237000.0,1st Bank Yuma,32.6769153,-114.6238826
1468,558151000.0,Arbor Bank,41.2346073,-96.1796202
1469,558074000.0,FirstBank,44.3829661,26.1320409
1470,557400000.0,Peoples Savings Bank,41.9742454,-91.6721086
1471,557106000.0,New Tripoli Bank,40.517926,-75.5262186
1472,556713000.0,First Resource Bank,40.0552558,-75.6481668
1473,556549000.0,Clear Lake Bank and Trust Company,28.3631475,-81.6796627
1474,556439000.0,Farmers and Merchants Union Bank,43.3460299,-89.0286595
1475,556046000.0,Citizens State Bank of La Crosse,43.8114616,-91.2470861
1476,556030000.0,First Federal Bank & Trust,45.7862875,-108.6171731
1477,554797000.0,BankOrion,41.2021891,-90.7507168
1478,554122000.0,Stillman BancCorp N.A.,,
1479,553531000.0,Bank of San Francisco,34.0433624,-118.259672
1480,552345000.0,Capitol Bank,43.0756248,-89.5204345
1481,552271000.0,Midwest Bank,40.728246,-96.6831339
1482,552053000.0,HomeTown Bank,29.2760561,-94.8105578
1483,551328000.0,Metairie Bank & Trust Company,,
1484,550601000.0,Unity Bank,7.7957113,6.7356118
1485,550262000.0,Bank of Oak Ridge,36.1140936,-79.8799586
1486,549982000.0,HomeBank,55.6488604,-2.316955
1487,549826000.0,AbbyBank,44.9456316,-90.3162442
1488,549497000.0,The Hometown Bank of Alabama,,
1489,549195000.0,The Pueblo Bank and Trust Company,,
1490,548981000.0,DMB Community Bank,43.242805,-89.3280814
1491,548682000.0,All America Bank,34.7145532,-98.4028582
1492,548647000.0,Citizens National Bank,36.0072488,-83.7689636
1493,548565000.0,Eagle Bank,30.5315439,-97.6527949
1494,547950000.0,The State National Bank of Big Spring,,
1495,547734000.0,The First National Bank of Carmi,,
1496,547517000.0,Athol Savings Bank,42.5642043,-71.9905655
1497,547218000.0,Woodlands Bank,56.0339691,-3.3610164
1498,545667000.0,First Bank,44.9405611,26.025349
1499,545610000.0,WOODTRUST BANK,44.9699229,-89.6275665
1500,544737000.0,The Citizens National Bank of Somerset,,
1501,543975000.0,Wellington State Bank,33.522431,-101.9044042
1502,543537000.0,Barwick Banking Company,,
1503,543352000.0,First Neighbor Bank,39.2719634,-88.2337205
1504,543330000.0,Florida Capital Bank,29.8225697,-81.2704593
1505,542862000.0,Phoenixville Federal Bank and Trust,40.1322528,-75.5159399
1506,542331000.0,Marion County State Bank,41.4069851,-92.9162086
1507,542136000.0,"Finance Factors, Ltd.",,
1508,541905000.0,First United Bank and Trust Company,37.7482756,-87.1136571
1509,541835000.0,Community First Bank,32.7566658,-79.9726275
1510,541340000.0,Farmers Trust and Savings Bank,41.6613413,-92.0105587
1511,541254000.0,American Bank,38.9028025,-77.0311017
1512,541191000.0,The Bank of Marion,36.6335316,-82.1213585
1513,541160000.0,Andrew Johnson Bank,36.1643325,-82.8298589
1514,538707000.0,First Southern Bank,37.7268759,-89.213185
1515,538667000.0,First Bank of Owasso,36.2790913,-95.8495337
1516,537721000.0,First National Bank and Trust Company of Ardmore,,
1517,537622000.0,Oconee Federal Savings and Loan Association,,
1518,537185000.0,The Bradford National Bank of Greenville,,
1519,536103000.0,Platinum Bank,50.4228433,30.5051752
1520,535814000.0,County Bank,37.3188744,-120.4761589
1521,535647000.0,The Andover Bank,,
1522,535505000.0,The Bank,55.4470882,-2.2194775
1523,534740000.0,Guardian Bank,-4.0319425,39.7116799
1524,534678000.0,Bruning Bank,40.4473449,-99.3800752
1525,534285000.0,Ixonia Bank,43.03874,-87.9035639
1526,534091000.0,First National Bank of Gillette,44.273184,-105.4948509
1527,533978000.0,Evergreen Federal Bank,42.3331109,-122.8627203
1528,533166000.0,First State Bank of Blakely,31.3756845,-84.9344364
1529,532270000.0,Southeastern Bank,31.1844689,-81.3789877
1530,531684000.0,The Maries County Bank,38.1875557,-91.9492763
1531,530745000.0,BankNorth,46.6238804,-97.6016935
1532,530556000.0,Range Bank,53.731456,-1.8586395
1533,530258000.0,FNBT BANK,30.7522496,-86.563327
1534,530219000.0,Sunrise Bank,35.0846051,-106.6502314
1535,529982000.0,Fortifi Bank,43.1764567,-89.4128558
1536,529814000.0,BankTennessee,35.0459477,-89.6998386
1537,529602000.0,Cenlar FSB,,
1538,529568000.0,Greenville National Bank,40.1209824,-84.622701
1539,528675000.0,Golden Valley Bank,40.5734383,-122.3680525
1540,528011000.0,First National Bank Colorado,40.5530732,-105.1183686
1541,528004000.0,American Bank,38.9028025,-77.0311017
1542,527820000.0,Grand Valley Bank,39.0756938,-108.5613851
1543,527758000.0,The Citizens Bank of Georgia,32.9817971,-82.8116005
