rank,total_deposits,bank_name,latitude,longitude
3806,83928000.0,Union Bank & Trust Company,42.8694466,-89.5323454
3807,83896000.0,Peoples First Savings Bank,,
3808,83870000.0,"Bank of the Mountains, Inc.",,
3809,83804000.0,The Farmers & Merchants Bank,38.3926277,-78.811447
3810,83703000.0,State Bank of New Richland,,
3811,83688000.0,Citizens National Bank,36.0072488,-83.7689636
3812,83636000.0,First Farmers & Merchants State Bank of Grand Meadow,,
3813,83363000.0,The First National Bank of Lacon,,
3814,83355000.0,Bank of Billings,45.3892642,-75.6779113
3815,83260000.0,Bank of Yates City,,
3816,82909000.0,First Bank and Trust of Fullerton,,
3817,82868000.0,Bandera Bank,29.7240928,-99.070795
3818,82727000.0,American Exchange Bank,35.4400599,-95.9875901
3819,82711000.0,Gunnison Savings and Loan Association,,
3820,82392000.0,Miners Exchange Bank,36.9409719,-82.4824118
3821,82209000.0,Farmers and Merchants State Bank of Bushnell,,
3822,82165000.0,The Metamora State Bank,,
3823,82158000.0,Black River Country Bank,,
3824,81656000.0,The First National Bank of Germantown,,
3825,81600000.0,Silex Banking Company,,
3826,81561000.0,Armstrong County Building and Loan Association,,
3827,81501000.0,State Bank of Cold Spring,,
3828,81313000.0,Triumph State Bank,44.0524195,-94.8377296
3829,81297000.0,State Bank of Medora,38.8253897,-86.1697881
3830,81235000.0,Junction National Bank,5.6131587,-0.072123
3831,81103000.0,The First State Bank of Red Wing,,
3832,81069000.0,The Lyndon State Bank,,
3833,81046000.0,Breda Savings Bank,,
3834,80751000.0,The First Bank and Trust Company of Murphysboro,,
3835,80524000.0,The Corn City State Bank,,
3836,80430000.0,The First National Bank of Hebbronville,,
3837,80425000.0,First State Bank,42.3312696,-83.0482988
3838,80261000.0,Siouxland Bank,42.4889743,-96.3707721
3839,80246000.0,Tri-Valley Bank,,
3840,80061000.0,Home National Bank,37.232849,-96.9966573
3841,80050000.0,Lena State Bank,42.3723373,-89.829138
3842,80043000.0,The Gerber State Bank,,
3843,79722000.0,First Security Bank of Deer Lodge,,
3844,79563000.0,"The Citizens State Bank of Cheney, Kansas",,
3845,79200000.0,"Citizens Bank of Cumberland County, Inc.",,
3846,79147000.0,The Four County Bank,41.3743593,-83.6508757
3847,79015000.0,The Miners National Bank of Eveleth,,
3848,78963000.0,"Central Savings, f.s.b.",,
3849,78915000.0,"The Stock Exchange Bank, Caldwell, Kansas",,
3850,78761000.0,First Security State Bank,31.774837,-97.8266593
3851,78643000.0,The State Bank,42.5148925,-83.3323181
3852,78394000.0,The First State Bank,38.4089817,-82.2955603
3853,78301000.0,The Old Exchange National Bank of Okawville,,
3854,78203000.0,Integrity Bank Plus,44.4018371,-95.2563834
3855,77814000.0,Peoples Bank,41.7272005,-87.5514381
3856,77788000.0,The First National Bank of Orwell,43.899161,-73.3088543
3857,77714000.0,Flat Branch Bank,,
3858,77704000.0,The First National Bank of Hooker,,
3859,77686000.0,Atascosa Bank,,
3860,77535000.0,Integrity Bank,40.0669382,-76.3038448
3861,77436000.0,Community Bank of Missouri,,
3862,77155000.0,Community State Bank,41.6272898,-93.5998944
3863,77117000.0,State Bank,28.6248302,77.2029725
3864,76900000.0,Bank of Maple Plain,,
3865,76835000.0,Sunnyside Federal Savings and Loan Association of Irvington,41.0392249,-73.8696735
3866,76828000.0,State Bank of St. Jacob,,
3867,76811000.0,Bank of Stronghurst,,
3868,76678000.0,Huron State Bank,45.4204129,-83.8144593
3869,76626000.0,Logan State Bank,,
3870,76601000.0,The First National Bank of Peterstown,,
3871,76564000.0,The Bank of Protection,24.8311261,121.4454556
3872,76532000.0,First Security Bank of Roundup,,
3873,76498000.0,Menard Bank,30.9159276,-99.7861693
3874,76415000.0,Root River State Bank,43.8451907,-92.1871332
3875,76406000.0,The Bank of Edison,,
3876,76265000.0,The First National Bank of Osakis,,
3877,76220000.0,Small Business Bank,10.9048759,76.0982501
3878,76183000.0,The First National Bank of Johnson,,
3879,75973000.0,United Security Bank,36.7327366,-119.7857735
3880,75956000.0,The City National Bank of San Saba,,
3881,75927000.0,State Bank of Eagle Butte,44.9968515,-101.2343685
3882,75844000.0,Citizens State Bank and Trust Company,,
3883,75832000.0,The Kansas State Bank Overbrook Kansas,,
3884,75805000.0,F & M Bank and Trust Company,,
3885,75763000.0,First Community Bank of Cullman,,
3886,75622000.0,Investment Savings Bank,32.8877158,13.1708236
3887,75538000.0,Johnson State Bank,37.5707087,-101.751233
3888,75333000.0,Garfield County Bank,47.3203646,-106.9110516
3889,75326000.0,American State Bank of Grygla,,
3890,75312000.0,The First Central National Bank of St. Paris,,
3891,74871000.0,Zapata National Bank,,
3892,74783000.0,The Peoples Savings and Loan Company,,
3893,74652000.0,Washington State Bank,41.2986212,-91.6933447
3894,74447000.0,First National Bank of Wauchula,,
3895,74191000.0,Farmers & Merchants Bank of Craig County,,
3896,74047000.0,First Community Bank,-1.2856167,36.8223468
3897,73942000.0,Janesville State Bank,44.1163715,-93.7072876
3898,73884000.0,Villa Grove State Bank,,
3899,73869000.0,First State Bank,42.3312696,-83.0482988
3900,73828000.0,Independence State Bank,44.3553618,-91.4270689
3901,73596000.0,The Farmers State Bank,40.2554952,-103.623591
3902,73432000.0,Paramount Bank,-1.2819091,36.8207322
3903,73396000.0,First Bank and Trust Company,37.7642636,-77.3692718
3904,73307000.0,The First National Bank in Falfurrias,,
3905,73294000.0,Odin State Bank,43.9349388,-94.9174097
3906,73003000.0,First Federal Savings Bank of Washington,38.6502575,-87.1718638
3907,72948000.0,The First Bank of Celeste,,
3908,72916000.0,Bank of Hancock County,33.2763061,-82.9723522
3909,72638000.0,"Rockland Savings Bank, FSB",,
3910,72600000.0,Basile State Bank,,
3911,72589000.0,First National Bank of South Padre Island,,
3912,72575000.0,"Riverside Savings Bank, SSB",,
3913,72466000.0,The Covington Savings and Loan Association,,
3914,72437000.0,Community Savings Bank,41.977144,-91.6176697
3915,72374000.0,"Farmers & Merchants State Bank of New York Mills, Incorporated",,
3916,72298000.0,COMMUNITY BANK OF OKLAHOMA,35.2745168,-97.6006297
3917,72293000.0,"Auburn Savings Bank, FSB",,
3918,72180000.0,First National Bank,40.5530732,-105.1183686
3919,72150000.0,The Ottoville Bank Company,,
3920,72112000.0,The Bank of Commerce,43.4973967,-112.0658924
3921,72101000.0,The First State Bank,38.4089817,-82.2955603
3922,71904000.0,"Angelina Savings Bank, SSB",,
3923,71895000.0,farmbank,15.4994433,120.8420227
3924,71650000.0,Bank of Lake Village,,
3925,71558000.0,First State Bank of San Diego,,
3926,71532000.0,The Watkins Savings Bank,,
3927,71436000.0,B2 Bank,34.4015929,-89.5784745
3928,71423000.0,West Plains Savings and Loan Association,,
3929,71376000.0,The Santa Anna National Bank,,
3930,71363000.0,The First National Bank of Blanchester,39.2939895,-83.9878
3931,71104000.0,The Bank of Bourbonnais,,
3932,70951000.0,First Security Bank - Canby,,
3933,70909000.0,First Bank of Pike,39.1262256,-82.984788
3934,70893000.0,The First National Bank of Hope,,
3935,70683000.0,Lowry State Bank,,
3936,70674000.0,Kaw Valley State Bank,39.0674768,-95.6661748
3937,70629000.0,First State Bank of Cando,,
3938,70602000.0,The First National Bank of Ava,,
3939,70562000.0,The First National Bank of Gilbert,,
3940,69981000.0,CenBank,44.8690018,-94.3745279
3941,69763000.0,State Bank,28.6248302,77.2029725
3942,69599000.0,State Savings Bank,-6.1601899,106.8217132
3943,69452000.0,Sloan State Bank,,
3944,69191000.0,Concorde Bank,44.9430034,-95.0231713
3945,69089000.0,The Pleasants County Bank,,
3946,68867000.0,Rochelle State Bank,,
3947,68826000.0,Citizens State Bank,41.1394038,-96.0511266
3948,68719000.0,Peoples Bank of Moniteau County,,
3949,68681000.0,Western Dakota Bank,46.0008584,-102.6349298
3950,68597000.0,United Orient Bank,40.7170822,-73.9977371
3951,68458000.0,"Independent Correspondent Bankers' Bank, Inc.",,
3952,68429000.0,Farmers and Merchants Bank,40.4524013,-86.9101344
3953,68352000.0,Neighbors Bank,38.7919541,-90.5859293
3954,68340000.0,Southwest Bank of Weatherford,,
3955,68179000.0,The First National Bank of Manning,,
3956,68030000.0,Zavala County Bank,28.9425562,-99.8449301
3957,68015000.0,"The Howard State Bank, Howard, Kansas",,
3958,67996000.0,Farmers State Bank,35.0916219,-92.4415866
3959,67995000.0,The Citizens State Bank and Trust Company,,
3960,67968000.0,"Morganton Savings Bank, S.S.B.",,
3961,67824000.0,Sanborn Savings Bank,,
3962,67775000.0,Sherwood Community Bank,,
3963,67744000.0,Eureka Homestead,30.0017318,-90.145032
3964,67738000.0,Tustin Community Bank,33.738734,-117.8220321
3965,67676000.0,Sicily Island State Bank,,
3966,67531000.0,Superior Savings Bank,46.7245723,-92.1036465
3967,67467000.0,Mason City National Bank,38.9866361,-81.9722329
3968,67444000.0,Spring Valley Bank,35.1222945,-85.312459
3969,67285000.0,"Farmers Bank of Lohman, Missouri",38.5890982,-92.324756
3970,67230000.0,Bank of Evergreen,41.7208425,-87.720935
3971,67215000.0,Beauregard Federal Savings Bank,,
3972,67139000.0,Lawrenceburg Federal Bank,,
3973,67113000.0,Bank of Ontario,48.4778532,-81.3352696
3974,67004000.0,Chambers State Bank,24.848261,67.0002548
3975,66990000.0,The Citizens State Bank at Mohall,,
3976,66871000.0,AllNations Bank,,
3977,66795000.0,Homestead Savings Bank,42.2424,-84.7526818
3978,66653000.0,Belt Valley Bank,,
3979,66632000.0,Scribner Bank,,
3980,66345000.0,First State Bank of Olmsted,,
3981,66298000.0,The Farmers State Bank,40.2554952,-103.623591
3982,65855000.0,Scottsdale Community Bank,,
3983,65640000.0,Mayville Savings Bank,43.4934801,-88.5439434
3984,65541000.0,Ladysmith Federal Savings and Loan Association,,
3985,65363000.0,Thayer County Bank,,
3986,64938000.0,Citizens State Bank,41.1394038,-96.0511266
3987,64892000.0,Clarkson Bank,52.4627102,-2.1155382
3988,64763000.0,Warsaw Federal Savings and Loan Association,,
3989,64602000.0,First Security Bank - West,36.0779488,-94.2097343
3990,64598000.0,Bank of Lindsay,-34.9584119,138.6333951
3991,64524000.0,Haskell National Bank,,
3992,64484000.0,McClave State Bank,,
3993,64477000.0,Local Bank,10.3488798,76.3255956
3994,64352000.0,Bank of Elgin,42.0369788,-88.2837775
3995,64305000.0,The First National Bank of Brooksville,,
3996,64294000.0,Marseilles Bank,,
3997,64256000.0,CerescoBank,41.0575051,-96.6447452
3998,64148000.0,The First National Bank of Anson,,
3999,64085000.0,Citizens Savings Bank,40.7161162,-73.996551
3999,64085000.0,The Farmers State Bank,40.2554952,-103.623591
4001,64001000.0,Union State Bank,33.3915734,-86.7966417
4002,63906000.0,The Atlanta National Bank,40.567407,-89.6477147
4003,63818000.0,Heartland State Bank,46.3034069,-98.9490884
4004,63799000.0,Portage Bank,44.4982466,-89.5146621
4005,63773000.0,First Tri County Bank,,
4006,63721000.0,The First National Bank of Dighton,,
4007,63711000.0,The First National Bank in Marlow,,
4008,63585000.0,Conneaut Savings Bank,41.9421313,-80.5575413
4009,62902000.0,Farmers State Bank of Canton,,
4010,62834000.0,The State Bank of Pearl City,,
4011,62713000.0,Bank of Iberia,,
4012,62654000.0,Preferred Bank,40.7562843,-73.8288479
4013,62627000.0,Twin City Bank,46.1450959,-122.9238373
4014,62518000.0,Galion Building and Loan Bank,,
4015,62411000.0,Tioga-Franklin Savings Bank,,
4016,62255000.0,First Bank and Trust of Memphis,,
4017,62179000.0,Century Savings and Loan Association,,
4018,61929000.0,West Valley National Bank,33.4751217,-112.3586083
4019,61830000.0,Amory Federal Savings and Loan Association,,
4020,61821000.0,Bank47,,
4021,61802000.0,First Bank of Utica,,
4022,61745000.0,Peoples State Bank,44.9583934,-89.6601737
4023,61678000.0,Woodruff Federal Savings and Loan Association,34.7416951,-82.0382831
4024,61382000.0,Elysian Bank,,
4025,60842000.0,Genesis Bank,-0.1853226,-78.4874443
4026,60823000.0,Port Richmond Savings,,
4027,60759000.0,State Bank of Lakota,48.0411334,-98.3443359
4028,60555000.0,Highland Federal Savings and Loan Association,,
4029,60547000.0,Farmers Bank,46.4232973,-63.2833069
4030,60296000.0,American Exchange Bank,35.4400599,-95.9875901
4031,60192000.0,Park Bank,52.3440679,-2.9847771
4032,59956000.0,1st Community Bank,27.7955294,-97.3925794
4033,59858000.0,Community State Bank of Canton,36.0531995,-98.5886129
4034,59819000.0,Farmers State Bank,35.0916219,-92.4415866
4035,59808000.0,Kinmundy Bank,,
4036,59749000.0,Milton Savings Bank,41.0199913,-76.8525794
4037,59678000.0,COMMUNITY STATE BANK,41.6272898,-93.5998944
4038,59580000.0,State Bank of Industry,9.9053879,8.8945872
4039,59544000.0,State Bank of Chandler,,
4040,59539000.0,New Century Bank,39.189793,-96.6089884
4041,59520000.0,Bonanza Valley State Bank,,
4042,59480000.0,Pavillion Bank,32.9788863,-96.7610064
4043,59312000.0,The First National Bank of Okawville,,
4044,59219000.0,Security Bank and Trust Co.,36.6941071,-94.963636
4045,59216000.0,Security State Bank of Kenyon,,
4046,58962000.0,The Peoples Savings Bank,,
4047,58898000.0,Southeast First National Bank,30.1992359,-85.8357658
4048,58797000.0,Vantage Bank,29.5211873,-98.4897092
4049,58685000.0,Scottsburg Building and Loan Association,,
4050,58675000.0,First Heritage Bank,38.9711389,-94.7862124
4051,58505000.0,Commonwealth National Bank,37.8291652,-85.474557
4052,58429000.0,Legacy Bank,35.6103407,-97.5657566
4053,58335000.0,Nebraska State Bank,41.4046122,-102.3447054
4054,58315000.0,Farmers State Bank of Trimont,,
4055,58297000.0,Apex Banking Company of Georgia,,
4056,58282000.0,Miners & Merchants Bank,,
4057,58153000.0,Aspire Bank,14.6052695,121.0803517
4058,58031000.0,Citizens State Bank of Luling,,
4059,58007000.0,Oklahoma State Bank,35.8515317,-97.4247433
4060,57930000.0,North Cambridge Co-operative Bank,,
4061,57888000.0,Clinton Bank,41.8668642,-90.1823765
4062,57795000.0,Midland Community Bank,,
4063,57739000.0,First Security Bank,35.2519554,-91.7370084
4064,57711000.0,The Lauderdale County Bank,,
4065,57612000.0,Connect Community Bank,,
4066,57556000.0,Ipswich State Bank,45.4441242,-99.0268844
4067,57266000.0,FNB Washington,41.5321152,-75.5448042
4068,57226000.0,Adelphi Bank,1.2914731,103.8510733
4069,57148000.0,Farmers & Traders Bank of Campton,,
4070,57117000.0,Bank of Hazelton,,
4071,56939000.0,Citizens National Bank of Crosbyton,,
4072,56833000.0,First State Bank,42.3312696,-83.0482988
4073,56798000.0,Lamont Bank of St. John,47.0917016,-117.5806611
4074,56791000.0,Anchor State Bank,,
4075,56699000.0,The Port Austin State Bank,,
4076,56530000.0,North County Savings Bank,38.1333544,-89.9983403
4077,56511000.0,First Federal Savings and Loan Association,32.7769233,-79.9285412
4078,56210000.0,Bank of Gueydan,,
4079,56172000.0,First National Bank in Frankfort,,
4080,56058000.0,Citizens State Bank of Lankin,,
4081,56019000.0,Hustisford State Bank,,
4082,55999000.0,Bank of Holyrood,,
4083,55912000.0,BANK360,,
4084,55785000.0,Integrity Bank for Business,,
4085,55723000.0,GN Bank,41.8105312,-87.6160745
4086,55682000.0,Nova Bank,35.1903937,32.9923415
4087,55525000.0,Adams State Bank,,
4088,55227000.0,Genoa Community Bank,,
4089,55215000.0,Riverside Bank,41.8279896,-87.8186697
4090,55155000.0,Community Bank,43.4769365,-75.3198885
4091,54995000.0,Washita Valley Bank,,
4092,54905000.0,Stanton State Bank,,
4093,54639000.0,First State Bank,42.3312696,-83.0482988
4094,54584000.0,City National Bank,29.3052694,-94.7933371
4095,54520000.0,Sunrise Bank Dakota,,
4096,54462000.0,First Security Bank,35.2519554,-91.7370084
4097,54438000.0,Farmers State Bank,35.0916219,-92.4415866
4098,54293000.0,VersaBank USA,,
4099,54158000.0,Beardstown Savings s.b.,,
4100,54138000.0,Randall State Bank,,
4101,54025000.0,Citizens State Bank,41.1394038,-96.0511266
4102,53875000.0,The Security State Bank,46.6857742,-123.7337011
4103,53859000.0,Arlington State Bank,,
4104,53582000.0,Holladay Bank & Trust,,
4105,53495000.0,Farmers and Merchants State Bank of Appleton,,
4106,53426000.0,Community First Bank,32.7566658,-79.9726275
4107,53266000.0,First Citizens Bank of Butte,,
4108,53185000.0,Citizens State Bank of Milford,,
4109,53182000.0,Peoples State Bank of Wells,,
4110,53163000.0,Adrian State Bank,43.6332875,-95.9328709
4111,52873000.0,Eagle Valley Bank,45.4104524,-92.644565
4112,52805000.0,Bank of Bearden,,
4113,52655000.0,Walters Bank and Trust Company,,
4114,52534000.0,Community Bank of Memphis,,
4115,52460000.0,Jackson Parish Bank,,
4116,52434000.0,The Tampa State Bank,,
4117,52414000.0,"Farmers and Merchants Bank of Mound City, Kansas",,
4118,52250000.0,The Peoples Bank,34.5086246,-82.6516822
4119,51932000.0,Commercial Bank,31.9921737,-102.0989637
4120,51829000.0,State Central Bank,4.8534497,31.6164661
4121,51775000.0,Compass Savings Bank,,
4122,51764000.0,The First National Bank of Brownstown,,
4123,51759000.0,The Blue Grass Valley Bank,38.4109618,-79.5776944
4124,51738000.0,State National Bank,31.7577151,-106.4880854
4125,51452000.0,Latimer State Bank,34.9189178,-95.3138671
4126,50945000.0,First State Bank,42.3312696,-83.0482988
4127,50912000.0,Liberty Bank,41.9244199,-87.7004267
4128,50819000.0,Commercial State Bank,33.5191868,-101.9598829
4129,50718000.0,Boonville Federal Savings Bank,38.0506994,-87.2740581
